Site,Date,Time Trap set day before,Time Trap Checked,Addition Time for each trap,Minutes Trap open,Hours Trap open,Time Trap Start check,End Time,Trap,Wpt,Depth,Substrate,Structure at trap,Density of Structure,Log or Ledge,Spp,sex,Stage,Total L,Wt,SVL,VTL,Photo #,comment,Wpt,,,Trap Set Time,,UTM N,UTM E,Latitude,Longitude
LS3A,41041,41040.81135,41041.57986,0.005555556,1106.65,18.44416667,0.354166667,0.609722222,37,149,12,m,open,,small pond,LEECH,,,,,,,,,149,149,41041,0.811354167,U,5430837,310947,49.00141582,-125.5849172
LS3A,41041,41040.81326,41041.58542,0.005555556,1111.9,18.53166667,0.354166667,0.609722222,38,150,28,m,algae,dense,small pond,DIVING BEETLE,,,,,,,4922,,150,150,41041,0.813263889,U,5430853,310928,49.00141582,-125.5849172
LS3A,41041,41040.81569,41041.59097,0.005555556,1116.4,18.60666667,0.354166667,0.609722222,39,151,30,m,open,,small pond,CORIXID,,,,,,,,,151,151,41041,0.815694444,U,5430850,310924,49.00155377,-125.5851842
LS3A,41041,41040.81669,41041.59653,,1122.966667,18.71611111,0.354166667,0.609722222,40,152,28,m,open,,small pond,CO,,,46,1,,,,,152,152,41041,0.816689815,U,5430854,310915,49.00152558,-125.5852374
LS3A,41041,41040.81669,41041.59653,,1122.966667,18.71611111,0.354166667,0.609722222,40,152,28,m,open,,small pond,TSB,,,69,1,,,,,152,152,41041,0.816689815,U,5430854,310915,49.00155876,-125.5853622
LS3A,41041,41040.81669,41041.59653,,1122.966667,18.71611111,0.354166667,0.609722222,40,152,28,m,open,,small pond,TSB,,,62,2,,,,,152,152,41041,0.816689815,U,5430854,310915,49.00155876,-125.5853622
LS3A,41041,41040.81669,41041.59653,,1122.966667,18.71611111,0.354166667,0.609722222,40,152,28,m,open,,small pond,TSB,,,63,1.5,,,,,152,152,41041,0.816689815,U,5430854,310915,49.00155876,-125.5853622
LS3A,41041,41040.81669,41041.59653,,1122.966667,18.71611111,0.354166667,0.609722222,40,152,28,m,open,,small pond,TSB,,,39,0.5,,,,,152,152,41041,0.816689815,U,5430854,310915,49.00155876,-125.5853622
LS3A,41041,41040.81669,41041.59653,0.005555556,1122.966667,18.71611111,0.354166667,0.609722222,40,152,28,m,open,,small pond,CODEAD,,,35,0.5,,,,,152,152,41041,0.816689815,U,5430854,310915,49.00155876,-125.5853622
LS3A,41041,41040.82088,41041.60208,,1124.933334,18.74888889,0.354166667,0.609722222,41,153,30,m,open,,small pond,AMGR,,l,,2,35,31,,,153,153,41041,0.82087963,U,5430873,310914,49.00155876,-125.5853622
LS3A,41041,41040.82088,41041.60208,,1124.933334,18.74888889,0.354166667,0.609722222,41,153,30,m,open,,small pond,DIVING BEETLE,,,,,,,,,153,153,41041,0.82087963,U,5430873,310914,49.0017292,-125.5853847
LS3A,41041,41040.82088,41041.60208,0.005555556,1124.933334,18.74888889,0.354166667,0.609722222,41,153,30,m,open,,small pond,CADDISFLY,,,,,,,,,153,153,41041,0.82087963,U,5430873,310914,49.0017292,-125.5853847
LS3A,41041,41040.82403,41041.60764,,1128.4,18.80666667,0.354166667,0.609722222,42,154,87,m,open,,channel,CO,,,60,2,,,,deepest spot in channel where it goes underground,154,154,41041,0.824027778,U,5430881,310873,49.0017292,-125.5853847
LS3A,41041,41040.82403,41041.60764,,1128.4,18.80666667,0.354166667,0.609722222,42,154,87,m,open,,channel,TSB,,,66,2,,,,,154,154,41041,0.824027778,U,5430881,310873,49.0017885,-125.5859484
LS3A,41041,41040.82403,41041.60764,,1128.4,18.80666667,0.354166667,0.609722222,42,154,87,m,open,,channel,TSB,,,64,2,,,,,154,154,41041,0.824027778,U,5430881,310873,49.0017885,-125.5859484
LS3A,41041,41040.82403,41041.60764,,1128.4,18.80666667,0.354166667,0.609722222,42,154,87,m,open,,channel,EPHEMEROPTERA,,,,,,,,,154,154,41041,0.824027778,U,5430881,310873,49.0017885,-125.5859484
LS3A,41041,41040.82403,41041.60764,,1128.4,18.80666667,0.354166667,0.609722222,42,154,87,m,open,,channel,CADDISFLY,,,,,,,,,154,154,41041,0.824027778,U,5430881,310873,49.0017885,-125.5859484
LS3A,41041,41040.82403,41041.60764,,1128.4,18.80666667,0.354166667,0.609722222,42,154,87,m,open,,channel,CADDISFLY,,,,,,,,,154,154,41041,0.824027778,U,5430881,310873,49.0017885,-125.5859484
BlackHole,41046,41045.71594,41046.35417,0.002777778,919.05,15.3175,0.354166667,0.486111111,1,159,40,m,open,,beside sedge,AMGR,,l,,1.5,25,25,,broken tail,159,159,41045,0.7159375,U,5433204,314271,49.0017885,-125.5859484
BlackHole,41046,41045.72118,41046.35694,,915.5,15.25833333,0.354166667,0.486111111,2,161,55,m,open,,beside sedge,TSB,,,40,1,,,,at lunch time we watched juvenile Coho feeding along side the vegetation here,161,161,41045,0.721180556,U,5433208,314288,49.02369886,-125.5405983
BlackHole,41046,41045.72118,41046.35694,,915.5,15.25833333,0.354166667,0.486111111,2,161,55,m,open,,beside sedge,RAAU,,l,23,1,,,,,161,161,41045,0.721180556,U,5433208,314288,49.02373993,-125.5403678
BlackHole,41046,41045.72118,41046.35694,,915.5,15.25833333,0.354166667,0.486111111,2,161,55,m,open,,beside sedge,UNSA,,l,30,1,,,,,161,161,41045,0.721180556,U,5433208,314288,49.02373993,-125.5403678
BlackHole,41046,41045.72118,41046.35694,0.002777778,915.5,15.25833333,0.354166667,0.486111111,2,161,55,m,open,,beside sedge,UNSA,,l,17,1,,,,,161,161,41045,0.721180556,U,5433208,314288,49.02373993,-125.5403678
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,51,1,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02373993,-125.5403678
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,71,4.5,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,49,,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,41,,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,30,,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,61,4,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,TSB,,,45,,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,CADDISFLY,,,,,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.72056,41046.35972,0.002777778,920.4,15.34,0.354166667,0.486111111,3,160,40,m,"lily, buckbean",sparse,,CADDISFLY,,,,,,,,,160,160,41045,0.720555556,U,5433210,314297,49.02376062,-125.5402458
BlackHole,41046,41045.728,41046.3625,,913.6833333,15.22805556,0.354166667,0.486111111,4,162,64,m,open,,under log,AMGR,,,,5.5,30,20,,,162,162,41045,0.727997685,U,5433215,314293,49.02376062,-125.5402458
BlackHole,41046,41045.728,41046.3625,,913.6833333,15.22805556,0.354166667,0.486111111,4,162,64,m,open,,under log,CRAYFISH,F,a,90,,,,,carrying eggs,162,162,41045,0.727997685,U,5433215,314293,49.02380435,-125.5403027
BlackHole,41046,41045.728,41046.3625,,913.6833333,15.22805556,0.354166667,0.486111111,4,162,64,m,open,,under log,DIVING BEETLE,,,50,,,,,,162,162,41045,0.727997685,U,5433215,314293,49.02380435,-125.5403027
BlackHole,41046,41045.728,41046.3625,,913.6833333,15.22805556,0.354166667,0.486111111,4,162,64,m,open,,under log,CADDISFLY,,,,,,,,,162,162,41045,0.727997685,U,5433215,314293,49.02380435,-125.5403027
BlackHole,41046,41045.728,41046.3625,0.002777778,913.6833333,15.22805556,0.354166667,0.486111111,4,162,64,m,open,,under log,CADDISFLY,,,,,,,,,162,162,41045,0.727997685,U,5433215,314293,49.02380435,-125.5403027
BlackHole,41046,41045.72936,41046.36528,,915.7166667,15.26194444,0.354166667,0.486111111,5,163,50,m,open,,under log,TSB,,,41,,,,,,163,163,41045,0.729363426,U,5433214,314298,49.02380435,-125.5403027
BlackHole,41046,41045.72936,41046.36528,0.002777778,915.7166667,15.26194444,0.354166667,0.486111111,5,163,50,m,open,,under log,CADDISFLY,,,,,,,,,163,163,41045,0.729363426,U,5433214,314298,49.02379687,-125.5402339
BlackHole,41046,41045.73032,41046.36806,0.002777778,918.3333333,15.30555556,0.354166667,0.486111111,6,164,70,m,open,,under log,NONE,,,,,,,,,164,164,41045,0.730324074,U,5433213,314306,49.02379687,-125.5402339
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,TSB,,,46,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.0237903,-125.5401242
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,TSB,,,47,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,TSB,,,34,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,TSB,,,34,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,TSB,,,49,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,TSB,,,40,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,AMGR,,l,,2.5,30,30,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,RAAU,,,32,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,RAAU,,,25,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,RAAU,,,,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73175,41046.37083,0.004166667,920.2833333,15.33805556,0.354166667,0.486111111,7,166,36,m,open,,beside sedge,RAAU,,,,,,,,,166,166,41045,0.731747685,U,5433204,314305,49.02370912,-125.5401337
BlackHole,41046,41045.73319,41046.375,0.002777778,924.2,15.40333333,0.354166667,0.486111111,8,167,134,m,open,,beside log,RAAU,,l,20,,,,,,167,167,41045,0.733194444,U,5433209,314312,49.02370912,-125.5401337
BlackHole,41046,41045.73438,41046.37778,,926.5,15.44166667,0.354166667,0.486111111,9,168,100,m,open,,beside log,TSB,,,52,,,,,,168,168,41045,0.734375,U,5433201,314308,49.02375616,-125.5400403
BlackHole,41046,41045.73438,41046.37778,0.002777778,926.5,15.44166667,0.354166667,0.486111111,9,168,100,m,open,,beside log,TSB,,,84,,,,,,168,168,41045,0.734375,U,5433201,314308,49.02368306,-125.5400913
BlackHole,41046,41045.73626,41046.38056,0.002777778,927.7833334,15.46305556,0.354166667,0.486111111,10,169,130,m,open,,beside log,NONE,,,,,,,,,169,169,41045,0.736261574,U,5433210,314319,49.02368306,-125.5400913
BlackHole,41046,41045.73753,41046.38333,,929.95,15.49916667,0.354166667,0.486111111,11,170,31,m,buckbean ,,,AMGR,,l,,8.5,38,40,,,170,170,41045,0.737534722,U,5433210,314319,49.02376726,-125.5399451
BlackHole,41046,41045.73753,41046.38333,,929.95,15.49916667,0.354166667,0.486111111,11,170,31,m,buckbean ,,,TSB,,,47,,,,,,170,170,41045,0.737534722,U,5433210,314319,49.02376726,-125.5399451
BlackHole,41046,41045.73753,41046.38333,,929.95,15.49916667,0.354166667,0.486111111,11,170,31,m,buckbean ,,,TSB,,,34,,,,,,170,170,41045,0.737534722,U,5433210,314319,49.02376726,-125.5399451
BlackHole,41046,41045.73753,41046.38333,,929.95,15.49916667,0.354166667,0.486111111,11,170,31,m,buckbean ,,,TSB,,,38,,,,,,170,170,41045,0.737534722,U,5433210,314319,49.02376726,-125.5399451
BlackHole,41046,41045.73753,41046.38333,0.002777778,929.95,15.49916667,0.354166667,0.486111111,11,170,31,m,buckbean ,,,RAAU,,,,,,,,,170,170,41045,0.737534722,U,5433210,314319,49.02376726,-125.5399451
BlackHole,41046,41045.73906,41046.38611,0.002777778,931.75,15.52916667,0.354166667,0.486111111,12,171,84,m,open,,beside log,NONE,,,,,,,,,171,171,41045,0.7390625,U,5433209,314326,49.02376726,-125.5399451
BlackHole,41046,41045.74179,41046.38889,,931.8166667,15.53027778,0.354166667,0.486111111,13,172,85,m,lily,sparse,,TSB,,,52,,,,,,172,172,41045,0.741793981,U,5433203,314326,49.02376039,-125.539849
BlackHole,41046,41045.74179,41046.38889,,931.8166667,15.53027778,0.354166667,0.486111111,13,172,85,m,lily,sparse,,TSB,,,29,,,,,,172,172,41045,0.741793981,U,5433203,314326,49.02370647,-125.5398463
BlackHole,41046,41045.74179,41046.38889,0.002777778,931.8166667,15.53027778,0.354166667,0.486111111,13,172,85,m,lily,sparse,,RAAU,,l,29,,,,,,172,172,41045,0.741793981,U,5433203,314326,49.02370647,-125.5398463
BlackHole,41046,41045.74252,41046.39167,0.002777778,934.7666667,15.57944444,0.354166667,0.486111111,14,173,52,m,open,,beside log,NONE,,,,,,,,,173,173,41045,0.742523148,U,5433202,314331,49.02370647,-125.5398463
BlackHole,41046,41045.74356,41046.39444,0.002777778,937.2666667,15.62111111,0.354166667,0.486111111,15,174,73,m,open,,beside log,NONE,,,,,,,,,174,174,41045,0.743564815,U,5433201,314333,49.02369899,-125.5397775
BlackHole,41046,41045.76222,41046.39722,0.010416667,914.4,15.24,0.354166667,0.486111111,fyke,175,,sandy mud,open,,beside log,NONE,,,,,,,,,175,175,41045,0.762222222,U,5433189,314368,49.0236906,-125.5397497
BlackHole,41046,41045.76693,41046.40764,,922.6166667,15.37694444,0.354166667,0.486111111,16,176,72,m,floating rush,,under log,TSB,,,43,,,,5011,,176,176,41045,0.76693287,U,5433190,314337,49.02359332,-125.539266
BlackHole,41046,41045.76693,41046.40764,,922.6166667,15.37694444,0.354166667,0.486111111,16,176,72,m,floating rush,,under log,TSB,,,25,,,,,,176,176,41045,0.76693287,U,5433190,314337,49.02359296,-125.53969
BlackHole,41046,41045.76693,41046.40764,0.002777778,922.6166667,15.37694444,0.354166667,0.486111111,16,176,72,m,floating rush,,under log,TSB,,,28,,,,,,176,176,41045,0.76693287,U,5433190,314337,49.02359296,-125.53969
BlackHole,41046,41045.76913,41046.41042,,923.45,15.39083333,0.354166667,0.486111111,17,177,43,m,open,,beside log & sedge,TSB,,,51,,,,,,177,177,41045,0.769131944,U,5433200,314325,49.02359296,-125.53969
BlackHole,41046,41045.76913,41046.41042,,923.45,15.39083333,0.354166667,0.486111111,17,177,43,m,open,,beside log & sedge,TSB,,,32,,,,,,177,177,41045,0.769131944,U,5433200,314325,49.0236792,-125.5398586
BlackHole,41046,41045.76913,41046.41042,,923.45,15.39083333,0.354166667,0.486111111,17,177,43,m,open,,beside log & sedge,TSB,,,39,,,,,,177,177,41045,0.769131944,U,5433200,314325,49.0236792,-125.5398586
BlackHole,41046,41045.76913,41046.41042,,923.45,15.39083333,0.354166667,0.486111111,17,177,43,m,open,,beside log & sedge,CADDISFLY,,,,,,,,,177,177,41045,0.769131944,U,5433200,314325,49.0236792,-125.5398586
BlackHole,41046,41045.76913,41046.41042,0.002777778,923.45,15.39083333,0.354166667,0.486111111,17,177,43,m,open,,beside log & sedge,CADDISFLY,,,,,,,,,177,177,41045,0.769131944,U,5433200,314325,49.0236792,-125.5398586
BlackHole,41046,41045.76962,41046.41319,,926.75,15.44583333,0.354166667,0.486111111,18,178,44,m,open,,beside rush,TSB,,,31,,,,,,178,178,41045,0.769618056,U,5433199,314321,49.0236792,-125.5398586
BlackHole,41046,41045.76962,41046.41319,,926.75,15.44583333,0.354166667,0.486111111,18,178,44,m,open,,beside rush,RAAU,,l,24,,,,,,178,178,41045,0.769618056,U,5433199,314321,49.02366901,-125.5399128
BlackHole,41046,41045.76962,41046.41319,0.002777778,926.75,15.44583333,0.354166667,0.486111111,18,178,44,m,open,,beside rush,CRAYFISH,,,100,,,,,,178,178,41045,0.769618056,U,5433199,314321,49.02366901,-125.5399128
BlackHole,41046,41045.77119,41046.41597,,928.4833334,15.47472222,0.354166667,0.486111111,19,179,34,m,open,,beside sedge,TSB,,,65,,,,,,179,179,41045,0.77119213,U,5433201,314317,49.02366901,-125.5399128
BlackHole,41046,41045.77119,41046.41597,,928.4833334,15.47472222,0.354166667,0.486111111,19,179,34,m,open,,beside sedge,RAAU,,,25,,,,,,179,179,41045,0.77119213,U,5433201,314317,49.02368578,-125.5399684
BlackHole,41046,41045.77119,41046.41597,,928.4833334,15.47472222,0.354166667,0.486111111,19,179,34,m,open,,beside sedge,RAAU,,,,,,,,,179,179,41045,0.77119213,U,5433201,314317,49.02368578,-125.5399684
BlackHole,41046,41045.77119,41046.41597,,928.4833334,15.47472222,0.354166667,0.486111111,19,179,34,m,open,,beside sedge,RAAU,,,,,,,,,179,179,41045,0.77119213,U,5433201,314317,49.02368578,-125.5399684
BlackHole,41046,41045.77119,41046.41597,,928.4833334,15.47472222,0.354166667,0.486111111,19,179,34,m,open,,beside sedge,RAAU,,,,,,,,,179,179,41045,0.77119213,U,5433201,314317,49.02368578,-125.5399684
BlackHole,41046,41045.77119,41046.41597,0.002777778,928.4833334,15.47472222,0.354166667,0.486111111,19,179,34,m,open,,beside sedge,TSB,,,47,,,,,,179,179,41045,0.77119213,U,5433201,314317,49.02368578,-125.5399684
BlackHole,41046,41045.77264,41046.41875,,930.4,15.50666667,0.354166667,0.486111111,20,180,46,m,open,,beside sedge,TSB,,,53,,,,,,180,180,41045,0.772638889,U,5433205,314301,49.02368578,-125.5399684
BlackHole,41046,41045.77264,41046.41875,,930.4,15.50666667,0.354166667,0.486111111,20,180,46,m,open,,beside sedge,TSB,,,35,,,,,,180,180,41045,0.772638889,U,5433205,314301,49.0237169,-125.5401888
BlackHole,41046,41045.77264,41046.41875,,930.4,15.50666667,0.354166667,0.486111111,20,180,46,m,open,,beside sedge,RAAU,,,,,,,,,180,180,41045,0.772638889,U,5433205,314301,49.0237169,-125.5401888
BlackHole,41046,41045.77264,41046.41875,,930.4,15.50666667,0.354166667,0.486111111,20,180,46,m,open,,beside sedge,RAAU,,,,,,,,,180,180,41045,0.772638889,U,5433205,314301,49.0237169,-125.5401888
BlackHole,41046,41045.77264,41046.41875,,930.4,15.50666667,0.354166667,0.486111111,20,180,46,m,open,,beside sedge,RAAU,,,,,,,,,180,180,41045,0.772638889,U,5433205,314301,49.0237169,-125.5401888
BlackHole,41046,41045.77264,41046.41875,0.002777778,930.4,15.50666667,0.354166667,0.486111111,20,180,46,m,open,,beside sedge,RAAU,,,,,,,,,180,180,41045,0.772638889,U,5433205,314301,49.0237169,-125.5401888
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,TSB,,,54,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.0237169,-125.5401888
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,TSB,,,38,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,TSB,,,52,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,RAAU,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,RAAU,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,RAAU,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,RAAU,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,RAAU,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,RAAU,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77403,41046.42153,0.004166667,932.4,15.54,0.354166667,0.486111111,21,181,40,m,open,,beside sedge,CADDISFLY,,,,,,,,,181,181,41045,0.774027778,U,5433202,314292,49.02368722,-125.5403104
BlackHole,41046,41045.77449,41046.42569,,937.7333334,15.62888889,0.354166667,0.486111111,22,182,37,m,open,,beside rush,TSB,,,31,,,,,,182,182,41045,0.774490741,U,5433197,314288,49.02368722,-125.5403104
BlackHole,41046,41045.77449,41046.42569,0.002777778,937.7333334,15.62888889,0.354166667,0.486111111,22,182,37,m,open,,beside rush,RAAU,,,,,,,,,182,182,41045,0.774490741,U,5433197,314288,49.02364108,-125.5403628
BlackHole,41046,41045.77641,41046.42847,,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,TSB,,,64,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02364108,-125.5403628
BlackHole,41046,41045.77641,41046.42847,,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,TSB,,,41,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02356798,-125.5404138
BlackHole,41046,41045.77641,41046.42847,,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,TSB,,,35,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02356798,-125.5404138
BlackHole,41046,41045.77641,41046.42847,,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,TSB,,,32,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02356798,-125.5404138
BlackHole,41046,41045.77641,41046.42847,,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,RAAU,,,,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02356798,-125.5404138
BlackHole,41046,41045.77641,41046.42847,,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,RAAU,,,,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02356798,-125.5404138
BlackHole,41046,41045.77641,41046.42847,0.002777778,938.9666667,15.64944445,0.354166667,0.486111111,23,184,29,m,open,,beside rush,RAAU,,,,,,,,,184,184,41045,0.776412037,U,5433189,314284,49.02356798,-125.5404138
BlackHole,41046,41045.77866,41046.43125,,939.7333334,15.66222222,0.354166667,0.486111111,24,185,35,m,grass,,beside sedge,TSB,,,40,,,,,,185,185,41045,0.778657407,U,5433189,314267,49.02356798,-125.5404138
BlackHole,41046,41045.77866,41046.43125,,939.7333334,15.66222222,0.354166667,0.486111111,24,185,35,m,grass,,beside sedge,RAAU,,,,,,,,,185,185,41045,0.778657407,U,5433189,314267,49.02356285,-125.5406461
BlackHole,41046,41045.77866,41046.43125,0.002777778,939.7333334,15.66222222,0.354166667,0.486111111,24,185,35,m,grass,,beside sedge,RAAU,,,,,,,,,185,185,41045,0.778657407,U,5433189,314267,49.02356285,-125.5406461
BlackHole,41046,41045.77972,41046.43403,,942.2,15.70333333,0.354166667,0.486111111,25,186,35,m,grass,,beside sedge,TSB,,,42,,,,,,186,186,41045,0.779722222,U,5433183,314261,49.02356285,-125.5406461
BlackHole,41046,41045.77972,41046.43403,,942.2,15.70333333,0.354166667,0.486111111,25,186,35,m,grass,,beside sedge,TSB,,,45,,,,,,186,186,41045,0.779722222,U,5433183,314261,49.02350712,-125.5407254
BlackHole,41046,41045.77972,41046.43403,,942.2,15.70333333,0.354166667,0.486111111,25,186,35,m,grass,,beside sedge,TSB,,,58,,,,,,186,186,41045,0.779722222,U,5433183,314261,49.02350712,-125.5407254
BlackHole,41046,41045.77972,41046.43403,,942.2,15.70333333,0.354166667,0.486111111,25,186,35,m,grass,,beside sedge,TSB,,,41,,,,,,186,186,41045,0.779722222,U,5433183,314261,49.02350712,-125.5407254
BlackHole,41046,41045.77972,41046.43403,0.002777778,942.2,15.70333333,0.354166667,0.486111111,25,186,35,m,grass,,beside sedge,RAAU,,,,,,,,,186,186,41045,0.779722222,U,5433183,314261,49.02350712,-125.5407254
BlackHole,41046,41045.78146,41046.43681,,943.7000001,15.72833333,0.354166667,0.486111111,26,187,30,m,cattail,,beside sedge,TSB,,,58,,,,,,187,187,41045,0.781458333,U,5433171,314250,49.02350712,-125.5407254
BlackHole,41046,41045.78146,41046.43681,,943.7000001,15.72833333,0.354166667,0.486111111,26,187,30,m,cattail,,beside sedge,TSB,,,47,,,,,,187,187,41045,0.781458333,U,5433171,314250,49.02339596,-125.5408702
BlackHole,41046,41045.78146,41046.43681,,943.7000001,15.72833333,0.354166667,0.486111111,26,187,30,m,cattail,,beside sedge,TSB,,,35,,,,,,187,187,41045,0.781458333,U,5433171,314250,49.02339596,-125.5408702
BlackHole,41046,41045.78146,41046.43681,,943.7000001,15.72833333,0.354166667,0.486111111,26,187,30,m,cattail,,beside sedge,TSB,,,37,,,,,,187,187,41045,0.781458333,U,5433171,314250,49.02339596,-125.5408702
BlackHole,41046,41045.78146,41046.43681,,943.7000001,15.72833333,0.354166667,0.486111111,26,187,30,m,cattail,,beside sedge,TSB,,,37,,,,,,187,187,41045,0.781458333,U,5433171,314250,49.02339596,-125.5408702
BlackHole,41046,41045.78146,41046.43681,,943.7000001,15.72833333,0.354166667,0.486111111,26,187,30,m,cattail,,beside sedge,TSB,,,39,,,,,,187,187,41045,0.781458333,U,5433171,314250,49.02339596,-125.5408702
